,Price,Bedroom,Bathroom,sqft,zipcode,Address
56913,"$1,895,000",5 Bd,4 Bath,"6,700 Sqft",18902,"3041 HOLICONG ROAD,
       
        DOYLESTOWN, PA 18902"
56914,"$625,000",4 Bd,3 Bath,"2,612 Sqft",18914,"143 CARDINAL ROAD,
       
        CHALFONT, PA 18914"
56915,"$475,000",3 Bd,3 Bath,"2,702 Sqft",18914,"116 GLENNBROOK COURT,
       
        CHALFONT, PA 18914"
56916,"$825,000",4 Bd,3 Bath,"2,740 Sqft",18914,"933 LONGWOOD COURT,
       
        CHALFONT, PA 18914"
56917,"$939,000",6 Bd,5 Bath,"3,524 Sqft",18914,"66 RUTHIES WAY,
       
        CHALFONT, PA 18914"
56918,"$535,000",4 Bd,3 Bath,"1,868 Sqft",18914,"1243 LOWER STATE ROAD,
       
        CHALFONT, PA 18914"
56919,"$849,900",5 Bd,4 Bath,"3,500 Sqft",18914,"60 FALCON DRIVE,
       
        CHALFONT, PA 18914"
56920,"$775,000",,,,18914,"249 CAMBRIDGE PL,
       
        CHALFONT, PA 18914"
56921,"$489,900",3 Bd,3 Bath,"2,274 Sqft",18914,"831 SHERRICK COURT,
       
        CHALFONT, PA 18914"
56922,"$399,900",3 Bd,3 Bath,"1,540 Sqft",18914,"106 SOLWAY CIRCLE,
       
        CHALFONT, PA 18914"
56923,"$749,900",4 Bd,3 Bath,"3,174 Sqft",18914,"3411 PIN OAK LANE,
       
        CHALFONT, PA 18914"
56924,"$585,936",3 Bd,3 Bath,"1,999 Sqft",18914,"52 Becker Dr Unit 24,
       
        Chalfont, PA 18914"
56925,"$590,773",3 Bd,3 Bath,"1,999 Sqft",18914,"50 Becker Dr Unit 23,
       
        Chalfont, PA 18914"
56926,"$616,208",3 Bd,4 Bath,"1,984 Sqft",18914,"48 Becker Dr Unit 22,
       
        Chalfont, PA 18914"
56927,"$619,863",3 Bd,4 Bath,"1,984 Sqft",18914,"54 Becker Dr Unit 25,
       
        Chalfont, PA 18914"
56928,"$749,900",3 Bd,3 Bath,"2,298 Sqft",18914,"504 MCNANEY FARM DRIVE #LOT 26,
       
        CHALFONT, PA 18914"
56929,"$779,900",3 Bd,3 Bath,"2,702 Sqft",18914,"506 MCNANEY DRIVE #LOT 27,
       
        CHALFONT, PA 18914"
56930,"$759,999",3 Bd,3 Bath,"2,444 Sqft",18914,"221 SOMERSET CIRCLE,
       
        CHALFONT, PA 18914"
56931,"$944,900",4 Bd,3 Bath,"4,833 Sqft",18914,"126 STATESMAN ROAD,
       
        CHALFONT, PA 18914"
56932,"$569,900",3 Bd,3 Bath,"1,872 Sqft",18914,"68 WOODVIEW DRIVE,
       
        CHALFONT, PA 18914"
56933,"$65,000",,,,18914,"0 N LIMEKILN PK,
       
        CHALFONT, PA 18914"
56934,"$170,000",,,,18914,"2617 COUNTY LINE ROAD,
       
        CHALFONT, PA 18914"
56935,"$350,000",,,,18914,"40 E BUTLER AVENUE,
       
        CHALFONT, PA 18914"
56936,"$439,900",2 Bd,2 Bath,"2,255 Sqft",18915,"2116 HIDDEN MEADOW DRIVE,
       
        COLMAR, PA 18915"
56937,"$1,249,000",,,,19446,"LOT 2 LINE ST N,
       
        LANSDALE, PA 19446"
56938,"$549,900",3 Bd,3 Bath,"2,300 Sqft",19440,"1942 STEWART DRIVE,
       
        HATFIELD, PA 19440"
56939,"$511,000",3 Bd,3 Bath,"2,434 Sqft",19440,"1782 FRIENDSHIP CIRCLE,
       
        HATFIELD, PA 19440"
56940,"$600,000",4 Bd,3 Bath,"2,305 Sqft",19446,"44 ANDREW LANE,
       
        LANSDALE, PA 19446"
56941,"$615,000",4 Bd,3 Bath,"2,228 Sqft",19446,"124 WOODLAND DRIVE,
       
        LANSDALE, PA 19446"
56942,"$999,990",4 Bd,3 Bath,"3,048 Sqft",18914,"200 LAUREN LANE,
       
        CHALFONT, PA 18914"
56943,"$1,129,990",4 Bd,4 Bath,"4,101 Sqft",18914,"200 LAUREN LANE,
       
        CHALFONT, PA 18914"
56944,"$1,049,990",4 Bd,3 Bath,"3,006 Sqft",18914,"200 LAUREN LANE,
       
        CHALFONT, PA 18914"
56945,"$1,159,990",4 Bd,5 Bath,"4,397 Sqft",18914,"200 LAUREN LANE,
       
        CHALFONT, PA 18914"
56946,"$1,079,990",4 Bd,3 Bath,"3,391 Sqft",18914,"200 LAUREN LANE,
       
        CHALFONT, PA 18914"
56947,"$1,099,990",4 Bd,4 Bath,"3,742 Sqft",18914,"200 LAUREN LANE,
       
        CHALFONT, PA 18914"
56948,"$1,219,990",4 Bd,5 Bath,"4,812 Sqft",18914,"200 LAUREN LANE,
       
        CHALFONT, PA 18914"
56949,"$2,300,000",5 Bd,5 Bath,"5,600 Sqft",18914,"Lot 1- 9 BARRY ROAD,
       
        CHALFONT, PA 18914"
56950,"$500,000",5 Bd,3 Bath,"2,534 Sqft",19440,"1407 MAPLE AVENUE,
       
        HATFIELD, PA 19440"
56951,"$2,300,000",5 Bd,5 Bath,"5,600 Sqft",18914,"Lot 3- 94 RAILROAD AVE,
       
        CHALFONT, PA 18914"
56952,"$899,900",,,,19446,"1011 (LOT #2) LANSDALE AVE #LOT #2,
       
        LANSDALE, PA 19446"
56953,"$415,000",3 Bd,2 Bath,"1,390 Sqft",19446,"1100 Line Street,
       
        Lansdale, PA 19446"
56954,"$2,300,000",5 Bd,5 Bath,"5,600 Sqft",18914,"Lot 4 RAILROAD AVE,
       
        CHALFONT, PA 18914"
56955,"$550,000",4 Bd,3 Bath,"2,616 Sqft",19440,"1742 CREEK ROAD,
       
        HATFIELD, PA 19440"
56956,"$550,000",4 Bd,3 Bath,"2,056 Sqft",19446,"127 CHATHAM PLACE,
       
        LANSDALE, PA 19446"
56957,"$550,000",3 Bd,3 Bath,"1,957 Sqft",19446,"984 LANSDALE AVENUE,
       
        LANSDALE, PA 19446"
56958,"$1,175,000",5 Bd,5 Bath,"5,657 Sqft",18902,"3762 CHURCH SCHOOL ROAD,
       
        DOYLESTOWN, PA 18902"
56959,"$429,000",2 Bd,2 Bath,"1,302 Sqft",18901,"656 N CHUBB DRIVE,
       
        DOYLESTOWN, PA 18901"
56960,"$775,000",4 Bd,3 Bath,"2,710 Sqft",18902,"4780 TWINBROOK CIRCLE,
       
        DOYLESTOWN, PA 18902"
56961,"$630,000",3 Bd,3 Bath,"1,722 Sqft",18901,"53 BELMONT SQUARE,
       
        DOYLESTOWN, PA 18901"
56962,"$700,000",4 Bd,3 Bath,"2,564 Sqft",18901,"71 PHEASANT ROAD,
       
        DOYLESTOWN, PA 18901"
56963,"$799,995",4 Bd,4 Bath,"2,552 Sqft",18901,"513 MAPLE AVENUE,
       
        DOYLESTOWN, PA 18901"
56964,"$1,380,000",4 Bd,4 Bath,"3,950 Sqft",18901,"17 EASTHILL DRIVE,
       
        DOYLESTOWN, PA 18901"
56965,"$3,499,999",6 Bd,8 Bath,"9,467 Sqft",18902,"3111 BURNT HOUSE HILL ROAD,
       
        DOYLESTOWN, PA 18902"
56966,"$2,250,000",5 Bd,4 Bath,"5,043 Sqft",18901,"336 LINDEN AVE,
       
        DOYLESTOWN, PA 18901"
56967,"$2,569,000",6 Bd,8 Bath,"10,587 Sqft",18901,"152 WATER CREST DRIVE #LOT 5,
       
        DOYLESTOWN, PA 18901"
56968,"$1,325,000",4 Bd,4 Bath,"4,230 Sqft",18902,"4863 INDIGO DRIVE,
       
        DOYLESTOWN, PA 18902"
56969,"$1,199,000",4 Bd,5 Bath,"4,276 Sqft",18902,"4871 INDIGO DRIVE,
       
        DOYLESTOWN, PA 18902"
56970,"$1,599,000",4 Bd,6 Bath,"6,286 Sqft",18902,"2720 KENT DRIVE,
       
        DOYLESTOWN, PA 18902"
56971,"$1,350,000",3 Bd,2 Bath,"2,896 Sqft",18901,"164 E STATE STREET,
       
        DOYLESTOWN, PA 18901"
56972,"$2,700,000",4 Bd,4 Bath,"3,546 Sqft",18902,"4897 LANDISVILLE ROAD,
       
        DOYLESTOWN, PA 18902"
56973,"$800,000",4 Bd,3 Bath,"2,890 Sqft",18902,"4550 OVERLOOK CIRCLE,
       
        DOYLESTOWN, PA 18902"
56974,"$1,750,000",4 Bd,4 Bath,"3,383 Sqft",18902,"3479 DURHAM ROAD,
       
        DOYLESTOWN, PA 18902"
56975,"$739,000",4 Bd,3 Bath,"4,066 Sqft",18925,"3614 Oak Lane,
       
        Buckingham Twp, PA 18925"
56976,"$1,700,000",4 Bd,4 Bath,"3,183 Sqft",18902,"3455 DURHAM ROAD,
       
        DOYLESTOWN, PA 18902"
56977,"$749,000",2 Bd,2 Bath,"2,700 Sqft",18902,"3269 DURHAM ROAD,
       
        DOYLESTOWN, PA 18902"
56978,"$4,295,000",8 Bd,9 Bath,"10,400 Sqft",18902,"3468 HOLICONG ROAD,
       
        DOYLESTOWN, PA 18902"
56979,"$1,495,000",,,,18901,"37 N CLINTON STREET,
       
        DOYLESTOWN, PA 18901"
56980,"$150,000",,,,18917,"HIGH STREET,
       
        DUBLIN, PA 18917"
56981,"$549,900",4 Bd,2 Bath,"2,312 Sqft",18917,"119 VILLAGE GREEN LANE,
       
        DUBLIN, PA 18917"
56982,"$574,500",4 Bd,4 Bath,"2,120 Sqft",18917,"120 BISHOP WAY,
       
        DUBLIN, PA 18917"
56983,"$1,179,700",4 Bd,2 Bath,"2,282 Sqft",18944,"000 TWIN OAKS DRIVE,
       
        PERKASIE, PA 18944"
56984,"$1,175,700",4 Bd,2 Bath,"2,282 Sqft",18944,"291 ELEPHANT ROAD,
       
        PERKASIE, PA 18944"
56985,"$1,395,000",6 Bd,5 Bath,"7,077 Sqft",18944,"1453 SOUDERTON ROAD,
       
        PERKASIE, PA 18944"
56986,"$574,975",4 Bd,3 Bath,"3,350 Sqft",18944,"2383 BEDMINSTER ROAD,
       
        PERKASIE, PA 18944"
56987,"$515,000",4 Bd,2 Bath,"1,770 Sqft",18944,"1086 CREAMERY ROAD,
       
        PERKASIE, PA 18944"
56988,"$575,000",2 Bd,2 Bath,"1,849 Sqft",18944,"833 BROAD STREET,
       
        PERKASIE, PA 18944"
56989,"$2,399,000",5 Bd,5 Bath,"5,234 Sqft",18901,"Lot 0 OLD LIMEKILN ROAD,
       
        DOYLESTOWN, PA 18901"
56990,"$2,170,000",,,,18901,"LOT 6 HENRY COURT,
       
        DOYLESTOWN, PA 18901"
56991,"$1,795,000",,,,18944,"LOT 3 ESTATES AT HOMESTEAD FARM,
       
        PERKASIE, PA 18944"
56992,"$2,450,000",,,,18901,"LOT 1 HENRY COURT,
       
        DOYLESTOWN, PA 18901"
56993,"$2,495,000",,,,18944,"LOT 1 ESTATES AT HOMESTEAD FARM,
       
        PERKASIE, PA 18944"
56994,"$2,450,000",,,,18901,"LOT 1 KING ROAD,
       
        DOYLESTOWN, PA 18901"
56995,"$525,000",4 Bd,3 Bath,"2,487 Sqft",18944,"1113 CALLOWHILL ROAD,
       
        PERKASIE, PA 18944"
56996,"$1,100,000",4 Bd,5 Bath,"4,283 Sqft",18944,"680 BENNETT LANE,
       
        PERKASIE, PA 18944"
56997,"$418,000",3 Bd,2 Bath,"2,358 Sqft",18901,"873 FERRY ROAD,
       
        DOYLESTOWN, PA 18901"
56998,"$425,000",3 Bd,1 Bath,"2,294 Sqft",18914,"109 UPPER STUMP ROAD,
       
        CHALFONT, PA 18914"
56999,"$450,000",,,,18944,"1536 BIRCH LN,
       
        PERKASIE, PA 18944"
57000,"$1,495,000",4 Bd,4 Bath,"4,200 Sqft",18947,"5552 MEETINGHOUSE ROAD,
       
        PIPERSVILLE, PA 18947"
57001,"$549,900",3 Bd,2 Bath,"1,979 Sqft",18944,"1024 ROUTE,
       
        PERKASIE, PA 18944"
57002,"$825,900",4 Bd,6 Bath,"4,337 Sqft",18969,"332 BARNDT ROAD,
       
        TELFORD, PA 18969"
57003,"$749,900",4 Bd,4 Bath,"3,268 Sqft",18969,"341 ELMWOOD LANE,
       
        TELFORD, PA 18969"
57004,"$835,000",4 Bd,3 Bath,"3,250 Sqft",18969,"240 INDIAN CREEK ROAD,
       
        TELFORD, PA 18969"
57005,"$749,999",5 Bd,3 Bath,"3,704 Sqft",18969,"332 ELMWOOD LANE,
       
        TELFORD, PA 18969"
57006,"$675,000",,,,18964,"219 HARLEYSVILLE PIKE,
       
        SOUDERTON, PA 18964"
57007,"$799,000",4 Bd,4 Bath,"4,391 Sqft",18969,"36 SALFORD WAY,
       
        TELFORD, PA 18969"
57008,"$537,000",3 Bd,3 Bath,"1,974 Sqft",18964,"439 SMOKEPIPE ROAD,
       
        SOUDERTON, PA 18964"
57009,"$499,900",4 Bd,2 Bath,"2,238 Sqft",19438,"208 MAPLE AVENUE,
       
        HARLEYSVILLE, PA 19438"
57010,"$449,900",3 Bd,3 Bath,"1,422 Sqft",18969,"543 RIDGE ROAD,
       
        TELFORD, PA 18969"
57011,"$725,000",6 Bd,4 Bath,"3,660 Sqft",19438,"231 BROOKSIDE CIRCLE,
       
        HARLEYSVILLE, PA 19438"
57012,"$549,990",4 Bd,4 Bath,"2,119 Sqft",19438,"303 PARK AVENUE,
       
        HARLEYSVILLE, PA 19438"
57013,"$530,000",4 Bd,3 Bath,"2,140 Sqft",18969,"208 CRESTVIEW DRIVE,
       
        TELFORD, PA 18969"
57014,"$600,000",,,,19438,"683 SUMNEYTOWN PIKE,
       
        HARLEYSVILLE, PA 19438"
57015,"$400,000",3 Bd,2 Bath,"1,120 Sqft",18960,"527A THOUSAND ACRE ROAD,
       
        SELLERSVILLE, PA 18960"
57016,"$499,900",4 Bd,2 Bath,"2,097 Sqft",18964,"304 W BROAD STREET,
       
        SOUDERTON, PA 18964"
57017,"$774,990",4 Bd,3 Bath,"2,909 Sqft",18924,"1132 ARTHUR DR,
       
        FRANCONIA, PA 18924"
57018,"$949,900",4 Bd,5 Bath,"3,352 Sqft",19438,"579 HAWTHORNE LANE,
       
        HARLEYSVILLE, PA 19438"
57019,"$300,000",3 Bd,2 Bath,"1,178 Sqft",18960,"732 RIDGE ROAD,
       
        SELLERSVILLE, PA 18960"
57020,"$846,900",4 Bd,3 Bath,"2,750 Sqft",19438,"1323 OLD SUMNEYTOWN PIKE,
       
        HARLEYSVILLE, PA 19438"
57021,"$799,000",4 Bd,4 Bath,"4,232 Sqft",18964,"1020 GRAYSON DRIVE,
       
        SOUDERTON, PA 18964"
57022,"$625,000",,,,19438,"675 SALFORDVILLE RD,
       
        HARLEYSVILLE, PA 19438"
57023,"$599,000",4 Bd,3 Bath,"2,314 Sqft",19438,"2910 HEATHER DRIVE,
       
        HARLEYSVILLE, PA 19438"
57024,"$1,495,000",,,,18920,"10 ERWINNA VALLEY WAY,
       
        ERWINNA, PA 18920"
57025,"$1,340,000",2 Bd,2 Bath,"1,868 Sqft",18920,"118 HOLLOW HORN ROAD,
       
        ERWINNA, PA 18920"
57026,"$2,850,000",,,,18942,"118 HOLLOW HORN ROAD,
       
        OTTSVILLE, PA 18942"
57027,"$699,000",2 Bd,2 Bath,"1,296 Sqft",18947,"14 BRIDGE FIVE LANE,
       
        PIPERSVILLE, PA 18947"
57028,"$449,900",1 Bd,2 Bath,"1,296 Sqft",08825,"810 Milford Rd,
       
        Frenchtown Boro, NJ 08825"
57029,"$725,000",2 Bd,2 Bath,"1,428 Sqft",18947,"2 SMITHTOWN ROAD,
       
        PIPERSVILLE, PA 18947"
57030,"$825,000",,,,08825,"263 Kingwood Station,
       
        Kingwood Twp., NJ 08825"
57031,"$2,495,000",3 Bd,3 Bath,"3,688 Sqft",18947,"258 CAFFERTY ROAD,
       
        PIPERSVILLE, PA 18947"
57032,"$2,495,000",3 Bd,4 Bath,"3,051 Sqft",18947,"1 BRIDGE THREE LN,
       
        PIPERSVILLE, PA 18947"
57033,"$1,249,900",4 Bd,3 Bath,"3,229 Sqft",08825,"37 BARBERTOWN POINT BREEZE ROAD,
       
        FRENCHTOWN, NJ 08825"
57034,"$954,900",4 Bd,3 Bath,"3,210 Sqft",08825,"35 BARBERTOWN POINT BREEZE ROAD,
       
        FRENCHTOWN, NJ 08825"
57035,"$2,700,000",4 Bd,5 Bath,"6,274 Sqft",18947,"26 WORMANSVILLE ROAD,
       
        PIPERSVILLE, PA 18947"
57036,"$749,000",3 Bd,3 Bath,"2,301 Sqft",18972,"1406 RIVER ROAD,
       
        UPPER BLACK EDDY, PA 18972"
57037,"$525,000",3 Bd,1 Bath,"1,272 Sqft",18947,"380 E DARK HOLLOW ROAD,
       
        PIPERSVILLE, PA 18947"
57038,"$629,000",3 Bd,2 Bath,"2,000 Sqft",18972,"1310 LEDDYS LANE,
       
        UPPER BLACK EDDY, PA 18972"
57039,"$324,900",,,,08848,"66 Carpenter St,
       
        Milford, NJ 08848"
57040,"$2,850,000",5 Bd,4 Bath,"5,640 Sqft",18947,"6 BRIDGE ONE LN,
       
        PIPERSVILLE, PA 18947"
57041,"$310,000",2 Bd,1 Bath,800 Sqft,08848,"250 Hillcrest Dr,
       
        Milford, NJ 08848"
57042,"$449,900",,,,08848,"215 Hillcrest Dr,
       
        Milford, NJ 08848"
57043,"$265,000",,,,08848,"60 Frenchtown Rd,
       
        Milford, NJ 08848"
57044,"$2,950,000",4 Bd,6 Bath,"5,800 Sqft",18947,"395 HOLLOW HORN ROAD,
       
        PIPERSVILLE, PA 18947"
57045,"$699,000",,,,08848,"12 Homestead Farm Rd,
       
        Alexandria Twp., NJ 08848"
57046,"$425,000",3 Bd,2 Bath,"1,760 Sqft",18921,"51 CENTER HILL ROAD,
       
        FERNDALE, PA 18921"
57047,"$295,000",,,,18921,"0 0,
       
        FERNDALE, PA 18921"
57048,"$325,000",2 Bd,1 Bath,"1,432 Sqft",18921,"141 CENTER HILL ROAD,
       
        FERNDALE, PA 18921"
57049,"$495,000",4 Bd,2 Bath,"1,152 Sqft",18921,"111 CENTER HILL ROAD,
       
        FERNDALE, PA 18921"
57050,"$225,000",,,,18921,"0 CENTER HILL ROAD,
       
        FERNDALE, PA 18921"
57051,"$647,497",4 Bd,3 Bath,"2,050 Sqft",18921,"0 CENTER HILL RD,
       
        FERNDALE, PA 18921"
57052,"$1,175,000",5 Bd,5 Bath,"5,657 Sqft",18902,"3762 CHURCH SCHOOL ROAD,
       
        DOYLESTOWN, PA 18902"
57053,"$429,000",2 Bd,2 Bath,"1,302 Sqft",18901,"656 N CHUBB DRIVE,
       
        DOYLESTOWN, PA 18901"
57054,"$775,000",4 Bd,3 Bath,"2,710 Sqft",18902,"4780 TWINBROOK CIRCLE,
       
        DOYLESTOWN, PA 18902"
57055,"$630,000",3 Bd,3 Bath,"1,722 Sqft",18901,"53 BELMONT SQUARE,
       
        DOYLESTOWN, PA 18901"
57056,"$700,000",4 Bd,3 Bath,"2,564 Sqft",18901,"71 PHEASANT ROAD,
       
        DOYLESTOWN, PA 18901"
57057,"$799,995",4 Bd,4 Bath,"2,552 Sqft",18901,"513 MAPLE AVENUE,
       
        DOYLESTOWN, PA 18901"
57058,"$1,380,000",4 Bd,4 Bath,"3,950 Sqft",18901,"17 EASTHILL DRIVE,
       
        DOYLESTOWN, PA 18901"
57059,"$3,499,999",6 Bd,8 Bath,"9,467 Sqft",18902,"3111 BURNT HOUSE HILL ROAD,
       
        DOYLESTOWN, PA 18902"
57060,"$2,250,000",5 Bd,4 Bath,"5,043 Sqft",18901,"336 LINDEN AVE,
       
        DOYLESTOWN, PA 18901"
57061,"$2,569,000",6 Bd,8 Bath,"10,587 Sqft",18901,"152 WATER CREST DRIVE #LOT 5,
       
        DOYLESTOWN, PA 18901"
57062,"$1,325,000",4 Bd,4 Bath,"4,230 Sqft",18902,"4863 INDIGO DRIVE,
       
        DOYLESTOWN, PA 18902"
57063,"$1,199,000",4 Bd,5 Bath,"4,276 Sqft",18902,"4871 INDIGO DRIVE,
       
        DOYLESTOWN, PA 18902"
57064,"$1,599,000",4 Bd,6 Bath,"6,286 Sqft",18902,"2720 KENT DRIVE,
       
        DOYLESTOWN, PA 18902"
57065,"$1,350,000",3 Bd,2 Bath,"2,896 Sqft",18901,"164 E STATE STREET,
       
        DOYLESTOWN, PA 18901"
57066,"$2,700,000",4 Bd,4 Bath,"3,546 Sqft",18902,"4897 LANDISVILLE ROAD,
       
        DOYLESTOWN, PA 18902"
57067,"$800,000",4 Bd,3 Bath,"2,890 Sqft",18902,"4550 OVERLOOK CIRCLE,
       
        DOYLESTOWN, PA 18902"
57068,"$1,175,000",5 Bd,5 Bath,"5,657 Sqft",18902,"3762 CHURCH SCHOOL ROAD,
       
        DOYLESTOWN, PA 18902"
57069,"$429,000",2 Bd,2 Bath,"1,302 Sqft",18901,"656 N CHUBB DRIVE,
       
        DOYLESTOWN, PA 18901"
57070,"$775,000",4 Bd,3 Bath,"2,710 Sqft",18902,"4780 TWINBROOK CIRCLE,
       
        DOYLESTOWN, PA 18902"
57071,"$630,000",3 Bd,3 Bath,"1,722 Sqft",18901,"53 BELMONT SQUARE,
       
        DOYLESTOWN, PA 18901"
57072,"$700,000",4 Bd,3 Bath,"2,564 Sqft",18901,"71 PHEASANT ROAD,
       
        DOYLESTOWN, PA 18901"
57073,"$799,995",4 Bd,4 Bath,"2,552 Sqft",18901,"513 MAPLE AVENUE,
       
        DOYLESTOWN, PA 18901"
57074,"$1,380,000",4 Bd,4 Bath,"3,950 Sqft",18901,"17 EASTHILL DRIVE,
       
        DOYLESTOWN, PA 18901"
57075,"$3,499,999",6 Bd,8 Bath,"9,467 Sqft",18902,"3111 BURNT HOUSE HILL ROAD,
       
        DOYLESTOWN, PA 18902"
57076,"$2,250,000",5 Bd,4 Bath,"5,043 Sqft",18901,"336 LINDEN AVE,
       
        DOYLESTOWN, PA 18901"
57077,"$2,569,000",6 Bd,8 Bath,"10,587 Sqft",18901,"152 WATER CREST DRIVE #LOT 5,
       
        DOYLESTOWN, PA 18901"
57078,"$1,325,000",4 Bd,4 Bath,"4,230 Sqft",18902,"4863 INDIGO DRIVE,
       
        DOYLESTOWN, PA 18902"
57079,"$1,199,000",4 Bd,5 Bath,"4,276 Sqft",18902,"4871 INDIGO DRIVE,
       
        DOYLESTOWN, PA 18902"
57080,"$1,599,000",4 Bd,6 Bath,"6,286 Sqft",18902,"2720 KENT DRIVE,
       
        DOYLESTOWN, PA 18902"
57081,"$1,350,000",3 Bd,2 Bath,"2,896 Sqft",18901,"164 E STATE STREET,
       
        DOYLESTOWN, PA 18901"
57082,"$2,700,000",4 Bd,4 Bath,"3,546 Sqft",18902,"4897 LANDISVILLE ROAD,
       
        DOYLESTOWN, PA 18902"
57083,"$800,000",4 Bd,3 Bath,"2,890 Sqft",18902,"4550 OVERLOOK CIRCLE,
       
        DOYLESTOWN, PA 18902"
57084,"$1,750,000",4 Bd,4 Bath,"3,383 Sqft",18902,"3479 DURHAM ROAD,
       
        DOYLESTOWN, PA 18902"
57085,"$739,000",4 Bd,3 Bath,"4,066 Sqft",18925,"3614 Oak Lane,
       
        Buckingham Twp, PA 18925"
57086,"$1,700,000",4 Bd,4 Bath,"3,183 Sqft",18902,"3455 DURHAM ROAD,
       
        DOYLESTOWN, PA 18902"
57087,"$749,000",2 Bd,2 Bath,"2,700 Sqft",18902,"3269 DURHAM ROAD,
       
        DOYLESTOWN, PA 18902"
57088,"$4,295,000",8 Bd,9 Bath,"10,400 Sqft",18902,"3468 HOLICONG ROAD,
       
        DOYLESTOWN, PA 18902"
57089,"$1,495,000",,,,18901,"37 N CLINTON STREET,
       
        DOYLESTOWN, PA 18901"
57090,"$479,000",3 Bd,3 Bath,"2,206 Sqft",18923,"75 WILLIAMS DRIVE,
       
        FOUNTAINVILLE, PA 18923"
57091,"$2,450,000",,,,18901,"LOT 1 HENRY COURT,
       
        DOYLESTOWN, PA 18901"
57092,"$2,170,000",,,,18901,"LOT 6 HENRY COURT,
       
        DOYLESTOWN, PA 18901"
57093,"$549,900",4 Bd,2 Bath,"2,312 Sqft",18917,"119 VILLAGE GREEN LANE,
       
        DUBLIN, PA 18917"
57094,"$2,399,000",5 Bd,5 Bath,"5,234 Sqft",18901,"Lot 0 OLD LIMEKILN ROAD,
       
        DOYLESTOWN, PA 18901"
57095,"$418,000",3 Bd,2 Bath,"2,358 Sqft",18901,"873 FERRY ROAD,
       
        DOYLESTOWN, PA 18901"
57096,"$2,450,000",,,,18901,"LOT 1 KING ROAD,
       
        DOYLESTOWN, PA 18901"
57097,"$1,599,000",4 Bd,5 Bath,"3,400 Sqft",18901,"2 Hidden Lane,
       
        Doylestown, PA 18901"
57098,"$535,000",3 Bd,2 Bath,"1,495 Sqft",18902,"4915 OLD EASTON ROAD,
       
        DOYLESTOWN, PA 18902"
57099,"$1,179,700",4 Bd,2 Bath,"2,282 Sqft",18944,"000 TWIN OAKS DRIVE,
       
        PERKASIE, PA 18944"
57100,"$1,175,700",4 Bd,2 Bath,"2,282 Sqft",18944,"291 ELEPHANT ROAD,
       
        PERKASIE, PA 18944"
57101,"$1,495,000",4 Bd,4 Bath,"4,200 Sqft",18947,"5552 MEETINGHOUSE ROAD,
       
        PIPERSVILLE, PA 18947"
57102,"$1,095,000",5 Bd,4 Bath,"4,037 Sqft",18901,"20 TRACY DRIVE,
       
        DOYLESTOWN, PA 18901"
57103,"$729,000",4 Bd,3 Bath,"2,620 Sqft",18901,"45 SYCAMORE WAY,
       
        DOYLESTOWN, PA 18901"
57104,"$575,000",2 Bd,2 Bath,"1,849 Sqft",18944,"833 BROAD STREET,
       
        PERKASIE, PA 18944"
57105,"$925,000",4 Bd,4 Bath,"4,476 Sqft",18947,"5654 TIMBERLY LANE,
       
        PIPERSVILLE, PA 18947"
57106,"$1,795,000",,,,18944,"LOT 3 ESTATES AT HOMESTEAD FARM,
       
        PERKASIE, PA 18944"
57107,"$525,000",4 Bd,3 Bath,"2,487 Sqft",18944,"1113 CALLOWHILL ROAD,
       
        PERKASIE, PA 18944"
57108,"$550,000",4 Bd,3 Bath,"2,112 Sqft",18901,"3 BROADALE COURT,
       
        DOYLESTOWN, PA 18901"
57109,"$2,495,000",,,,18944,"LOT 1 ESTATES AT HOMESTEAD FARM,
       
        PERKASIE, PA 18944"
57110,"$515,000",4 Bd,2 Bath,"1,770 Sqft",18944,"1086 CREAMERY ROAD,
       
        PERKASIE, PA 18944"
57111,"$1,395,000",6 Bd,5 Bath,"7,077 Sqft",18944,"1453 SOUDERTON ROAD,
       
        PERKASIE, PA 18944"
57112,"$600,000",4 Bd,3 Bath,"2,918 Sqft",18925,"532 MCCARTY DRIVE,
       
        FURLONG, PA 18925"
57113,"$465,000",3 Bd,1 Bath,"2,350 Sqft",18925,"3409 YORK ROAD,
       
        FURLONG, PA 18925"
57114,"$1,800,000",,,,18925,"887 MACCLESFIELD RD,
       
        FURLONG, PA 18925"
57115,"$295,000",,,,18925,"lot #3 next to 3739 York YORK ROAD,
       
        FURLONG, PA 18925"
57116,"$674,000",5 Bd,4 Bath,"4,039 Sqft",18925,"536 NORRIS DRIVE,
       
        FURLONG, PA 18925"
57117,"$679,900",3 Bd,3 Bath,"3,359 Sqft",18925,"2107 REDBUD LANE,
       
        FURLONG, PA 18925"
57118,"$739,000",4 Bd,3 Bath,"4,066 Sqft",18925,"3614 Oak Lane,
       
        Buckingham Twp, PA 18925"
57119,"$1,495,000",4 Bd,3 Bath,"4,124 Sqft",18925,"3257 EDISON FURLONG ROAD,
       
        FURLONG, PA 18925"
57120,"$1,650,000",,,,18925,"3494 SMITH ROAD,
       
        FURLONG, PA 18925"
57121,"$669,000",6 Bd,3 Bath,"2,688 Sqft",18929,"2761 YORK ROAD,
       
        JAMISON, PA 18929"
57122,"$649,900",4 Bd,3 Bath,"1,512 Sqft",18929,"2650 MEETINGHOUSE ROAD,
       
        JAMISON, PA 18929"
